,期数,红球_1,红球_2,红球_3,红球_4,红球_5,蓝球_1,蓝球_2,和值,平均值,尾数和值,奇号个数,偶号个数,奇偶偏差,奇号连续,偶号连续,大号个数,小号个数,大小偏差,尾号组数,AC值,连号个数,连号组数,首尾差,最大间距,同位相同,重号个数,斜号个数
1820,19039,01,12,18,26,35,06,12,92,18.40,22,2,3,-1,0,2,3,2,1,5,5,0,0,34,11,0,1,2
1821,19040,01,03,31,32,34,01,03,101,20.20,11,3,2,1,2,1,3,2,1,4,4,1,1,33,28,1,1,1
1822,19041,12,19,20,22,28,02,06,101,20.20,21,1,4,-3,0,2,4,1,3,4,5,1,1,16,7,0,0,0
1823,19042,04,10,13,28,33,11,12,88,17.60,18,2,3,-1,0,1,2,3,-1,4,6,0,0,29,15,0,1,1
1824,19043,02,06,07,12,15,06,12,42,8.40,22,2,3,-1,0,1,0,5,-5,4,5,1,1,13,5,0,0,1
1825,19044,03,06,10,12,31,01,02,62,12.40,12,2,3,-1,0,2,1,4,-3,5,6,0,0,28,19,2,2,2
1826,19045,01,04,16,19,33,03,12,73,14.60,23,3,2,1,1,1,2,3,-1,5,4,0,0,32,14,0,0,1
1827,19046,02,08,14,15,35,10,12,74,14.80,24,2,3,-1,1,2,1,4,-3,4,5,1,1,33,20,0,0,2
1828,19047,03,04,10,16,32,04,09,65,13.00,15,1,4,-3,0,3,1,4,-3,5,5,1,1,29,16,0,0,2
1829,19048,06,10,16,29,33,05,11,94,18.80,24,2,3,-1,1,2,2,3,-1,4,4,0,0,27,13,0,2,1
1830,19049,10,16,22,26,27,07,11,101,20.20,21,1,4,-3,0,3,3,2,1,4,5,1,1,17,6,0,2,0
1831,19050,04,15,16,20,35,03,12,90,18.00,20,2,3,-1,0,1,2,3,-1,4,6,1,1,31,15,0,1,1
1832,19051,11,15,16,20,29,04,08,91,18.20,21,3,2,1,1,1,2,3,-1,5,3,1,1,18,9,3,3,2
1833,19052,04,10,15,20,24,07,11,73,14.60,13,1,4,-3,0,2,2,3,-1,3,5,0,0,20,6,1,2,2
1834,19053,01,11,19,26,35,11,12,92,18.40,22,4,1,3,2,0,3,2,1,4,6,0,0,34,10,0,0,2
1835,19054,02,18,23,27,30,05,10,100,20.00,20,2,3,-1,1,1,4,1,3,5,6,0,0,28,16,0,0,3
1836,19055,02,04,06,19,22,02,06,53,10.60,23,1,4,-3,0,2,2,3,-1,4,5,0,0,20,13,1,1,2
1837,19056,01,07,10,12,23,06,08,53,10.60,13,3,2,1,1,1,1,4,-3,5,5,0,0,22,11,0,0,3
1838,19057,08,14,16,34,35,06,12,107,21.40,27,1,4,-3,0,3,2,3,-1,4,6,1,1,27,18,0,0,1
1839,19058,03,10,13,14,32,07,11,72,14.40,12,2,3,-1,0,1,1,4,-3,4,6,1,1,29,18,0,1,1
1840,19059,07,08,15,27,32,08,12,89,17.80,29,3,2,1,1,0,2,3,-1,4,6,1,1,25,12,1,1,1
1841,19060,01,11,12,18,21,08,10,63,12.60,13,3,2,1,1,1,2,3,-1,3,5,1,1,20,10,0,0,0
1842,19061,01,02,13,14,26,05,11,56,11.20,16,2,3,-1,0,1,1,4,-3,5,2,2,2,25,12,1,1,2
1843,19062,05,16,23,25,28,01,12,97,19.40,27,3,2,1,1,0,3,2,1,4,6,0,0,23,11,0,0,1
1844,19063,05,08,15,18,21,04,08,67,13.40,27,3,2,1,0,0,2,3,-1,3,2,0,0,16,7,1,1,1
1845,19064,07,08,13,19,29,11,12,76,15.20,36,4,1,3,2,0,2,3,-1,4,5,1,1,22,10,1,1,2
1846,19065,03,08,10,23,27,02,12,71,14.20,21,3,2,1,1,1,2,3,-1,4,6,0,0,24,13,1,1,1
1847,19066,04,10,11,18,31,05,08,74,14.80,14,2,3,-1,0,1,2,3,-1,4,5,1,1,27,13,0,1,2
1848,19067,03,08,11,15,16,02,10,53,10.60,23,3,2,1,1,0,0,5,-5,5,4,1,1,13,5,1,1,2
1849,19068,04,05,08,17,27,06,11,61,12.20,31,3,2,1,1,0,1,4,-3,4,6,1,1,23,10,0,1,2
1850,19069,08,22,23,33,34,04,06,120,24.00,20,2,3,-1,1,1,4,1,3,4,4,2,2,26,14,0,1,0
1851,19070,02,13,15,22,34,02,12,86,17.20,16,2,3,-1,1,1,2,3,-1,4,6,0,0,32,12,1,2,2
1852,19071,07,13,14,15,22,07,11,71,14.20,21,3,2,1,1,0,1,4,-3,5,3,2,1,15,7,1,3,1
1853,19072,02,04,06,09,18,07,10,39,7.80,29,1,4,-3,0,2,1,4,-3,5,5,0,0,16,9,0,0,1
1854,19073,04,11,19,20,24,08,11,78,15.60,18,2,3,-1,1,1,3,2,1,4,6,1,1,20,8,0,1,1
1855,19074,08,09,13,14,34,05,07,78,15.60,28,2,3,-1,1,1,1,4,-3,4,4,2,2,26,20,0,0,0
1856,19075,05,06,07,11,16,02,11,45,9.00,25,3,2,1,1,0,0,5,-5,4,4,2,1,11,5,0,0,1
1857,19076,01,06,11,23,29,01,11,70,14.00,20,4,1,3,2,0,2,3,-1,4,5,0,0,28,12,1,2,1
1858,19077,01,15,17,21,33,07,10,87,17.40,17,5,0,5,4,0,2,3,-1,4,5,0,0,32,14,1,1,0
1859,19078,05,10,21,26,30,01,07,92,18.40,12,2,3,-1,0,1,3,2,1,4,4,0,0,25,11,0,1,0
1860,19079,10,13,16,28,35,04,05,102,20.40,22,2,3,-1,0,1,2,3,-1,5,5,0,0,25,12,0,1,0
1861,19080,05,13,18,19,24,02,07,79,15.80,29,3,2,1,1,0,3,2,1,5,4,1,1,19,8,1,1,0
1862,19081,06,24,26,30,33,02,07,119,23.80,19,1,4,-3,0,3,4,1,3,4,6,0,0,27,18,0,1,1
1863,19082,06,18,20,21,31,03,04,96,19.20,16,2,3,-1,1,2,4,1,3,4,6,1,1,25,12,1,1,1
1864,19083,17,24,26,28,32,07,09,127,25.40,27,1,4,-3,0,3,4,1,3,5,4,0,0,15,7,0,0,2
1865,19084,12,23,25,34,35,01,07,129,25.80,19,3,2,1,1,0,4,1,3,4,5,1,1,23,11,0,0,2
1866,19085,04,05,06,15,26,08,11,56,11.20,26,2,3,-1,0,0,1,4,-3,3,4,2,1,22,11,0,0,1
1867,19086,05,15,16,28,31,02,07,95,19.00,25,3,2,1,1,1,2,3,-1,4,6,1,1,26,12,0,2,2
1868,19087,05,06,18,19,27,07,12,75,15.00,35,3,2,1,1,1,3,2,1,5,4,2,2,22,12,1,1,2
1869,19088,01,05,18,27,33,06,08,84,16.80,24,4,1,3,2,0,3,2,1,5,6,0,0,32,13,1,3,2
1870,19089,09,14,18,33,34,03,12,108,21.60,28,2,3,-1,0,1,3,2,1,4,6,1,1,25,15,1,2,1
1871,19090,13,19,28,30,33,02,12,123,24.60,23,3,2,1,1,1,4,1,3,4,6,0,0,20,9,0,1,3
1872,19091,04,13,20,26,28,03,12,91,18.20,21,1,4,-3,0,2,3,2,1,5,6,0,0,24,9,0,2,1
1873,19092,02,11,15,27,30,02,05,85,17.00,15,3,2,1,2,0,2,3,-1,5,6,0,0,28,12,0,0,1
1874,19093,16,17,26,29,35,01,07,123,24.60,33,3,2,1,1,0,3,2,1,4,5,1,1,19,9,0,0,3
1875,19094,01,12,14,26,27,07,09,80,16.00,20,2,3,-1,0,2,2,3,-1,5,5,1,1,26,12,0,1,1
1876,19095,03,12,17,19,31,02,06,82,16.40,22,4,1,3,2,0,2,3,-1,5,5,0,0,28,12,1,1,0
1877,19096,02,12,22,23,27,02,06,86,17.20,16,2,3,-1,1,2,3,2,1,3,5,1,1,25,10,1,1,1
1878,19097,10,17,20,30,35,10,12,112,22.40,12,2,3,-1,0,1,3,2,1,3,5,0,0,25,10,0,0,0
1879,19098,13,15,17,19,22,03,04,86,17.20,26,4,1,3,3,0,2,3,-1,5,3,0,0,9,3,0,1,1
1880,19099,04,06,18,27,33,07,09,88,17.60,28,2,3,-1,1,2,3,2,1,5,6,0,0,29,12,0,0,1
1881,19100,05,08,12,19,21,06,11,65,13.00,25,3,2,1,1,1,2,3,-1,5,5,0,0,16,7,0,0,2
1882,19101,05,11,18,19,27,05,06,80,16.00,30,4,1,3,2,0,3,2,1,5,5,1,1,22,8,2,2,2
1883,19102,05,10,15,19,31,03,06,80,16.00,20,4,1,3,2,0,2,3,-1,4,5,0,0,26,12,2,2,2
1884,19103,05,12,22,27,32,04,07,98,19.60,18,2,3,-1,0,1,3,2,1,3,4,0,0,27,10,1,1,1
1885,19104,02,07,19,22,28,03,05,78,15.60,28,2,3,-1,1,1,3,2,1,4,6,0,0,26,12,0,1,1
1886,19105,01,04,09,14,17,01,06,45,9.00,25,3,2,1,0,0,0,5,-5,4,2,0,0,16,5,0,0,1
1887,19106,05,08,10,32,35,02,10,90,18.00,20,2,3,-1,0,2,2,3,-1,4,4,0,0,30,22,0,0,3
1888,19107,05,09,19,27,35,02,03,95,19.00,35,5,0,5,4,0,3,2,1,3,5,0,0,30,10,2,2,1
1889,19108,24,27,28,31,34,04,08,144,28.80,24,2,3,-1,0,0,5,0,5,4,2,1,1,10,3,0,1,2
1890,19109,02,07,08,20,25,11,12,62,12.40,22,2,3,-1,0,1,2,3,-1,5,4,1,1,23,12,0,0,1
1891,19110,01,19,23,24,30,04,05,97,19.40,17,3,2,1,2,1,4,1,3,5,6,1,1,29,18,0,0,3
1892,19111,06,15,20,23,27,08,10,91,18.20,21,3,2,1,1,0,3,2,1,5,6,0,0,21,9,0,1,2
1893,19112,03,10,16,21,33,05,06,83,16.60,13,3,2,1,1,1,2,3,-1,4,6,0,0,30,12,0,0,2
1894,19113,03,11,27,34,35,01,02,110,22.00,20,4,1,3,2,0,3,2,1,5,4,1,1,32,16,1,1,2
1895,19114,03,05,07,20,23,04,11,58,11.60,18,4,1,3,2,0,2,3,-1,4,5,0,0,20,13,1,1,0
1896,19115,01,18,21,28,32,05,12,100,20.00,20,2,3,-1,0,1,4,1,3,3,6,0,0,31,17,0,0,1
1897,19116,02,10,16,21,23,02,12,72,14.40,12,2,3,-1,1,2,2,3,-1,5,6,0,0,21,8,0,1,1
1898,19117,01,18,21,25,35,07,08,100,20.00,20,4,1,3,2,0,4,1,3,3,5,0,0,34,17,0,1,1
1899,19118,02,03,13,19,26,02,03,63,12.60,23,3,2,1,2,0,2,3,-1,4,6,1,1,24,10,0,0,3
1900,19119,03,06,09,23,34,02,11,75,15.00,25,3,2,1,1,0,2,3,-1,4,5,0,0,31,14,0,1,1
1901,19120,06,15,17,22,25,01,09,85,17.00,25,3,2,1,1,0,2,3,-1,4,6,0,0,19,9,0,1,1
1902,19121,01,02,03,07,17,04,10,30,6.00,20,4,1,3,2,0,0,5,-5,4,5,2,1,16,10,0,1,1
1903,19122,05,19,25,31,33,10,11,113,22.60,23,5,0,5,4,0,4,1,3,4,4,0,0,28,14,0,0,0
1904,19123,03,13,15,26,30,05,12,87,17.40,17,3,2,1,2,1,2,3,-1,4,6,0,0,27,11,0,0,2
1905,19124,07,17,26,27,30,06,12,107,21.40,27,3,2,1,1,0,3,2,1,3,5,1,1,23,10,1,2,1
1906,19125,05,08,09,14,34,02,05,70,14.00,30,2,3,-1,0,1,1,4,-3,4,6,1,1,29,20,0,0,1
1907,19126,05,09,16,18,30,04,07,78,15.60,28,2,3,-1,1,2,2,3,-1,5,6,0,0,25,12,1,2,1
1908,19127,04,07,08,11,16,09,11,46,9.20,26,2,3,-1,0,0,0,5,-5,5,4,1,1,12,5,0,1,2
1909,19128,20,21,25,34,35,03,12,135,27.00,15,3,2,1,1,0,5,0,5,4,4,2,2,15,9,0,0,0
1910,19129,10,13,18,23,30,06,12,94,18.80,14,2,3,-1,0,0,3,2,1,3,5,0,0,20,7,0,0,0
1911,19130,01,13,20,21,26,04,10,81,16.20,11,3,2,1,1,0,3,2,1,4,6,1,1,25,12,1,1,0
1912,19131,05,06,14,27,29,06,10,81,16.20,31,3,2,1,1,1,2,3,-1,5,6,1,1,24,13,0,0,2
1913,19132,03,05,06,13,18,10,12,45,9.00,25,3,2,1,1,0,1,4,-3,4,6,1,1,15,7,0,2,3
1914,19133,03,12,24,27,34,01,12,100,20.00,20,2,3,-1,0,1,3,2,1,4,6,0,0,31,12,1,1,1
1915,19134,05,06,07,14,17,10,11,49,9.80,29,3,2,1,0,0,0,5,-5,4,5,2,1,12,7,0,0,0
1916,19135,04,05,19,25,26,01,11,79,15.80,29,3,2,1,2,0,3,2,1,4,4,2,2,22,14,0,1,2
1917,19136,03,16,20,26,29,03,09,94,18.80,24,2,3,-1,0,2,3,2,1,4,5,0,0,26,13,0,1,3
1918,19137,03,05,12,13,26,07,12,59,11.80,19,3,2,1,1,0,1,4,-3,4,6,1,1,23,13,1,2,0
1919,19138,04,06,07,20,29,02,04,66,13.20,26,2,3,-1,0,1,2,3,-1,5,6,1,1,25,13,0,0,2
1920,19139,01,05,07,08,11,06,10,32,6.40,22,4,1,3,2,0,0,5,-5,4,3,1,1,10,4,1,1,3
1921,19140,03,07,08,25,27,03,05,70,14.00,30,4,1,3,2,0,2,3,-1,4,6,1,1,24,17,0,2,2
1922,19141,02,10,20,21,35,01,12,88,17.60,8,2,3,-1,1,2,3,2,1,4,6,1,1,33,14,0,0,1
1923,19142,03,04,26,29,33,06,07,95,19.00,25,3,2,1,1,1,3,2,1,4,6,1,1,30,22,0,0,1
1924,19143,04,22,23,24,32,06,12,105,21.00,15,1,4,-3,0,2,4,1,3,3,5,2,1,28,18,0,1,2
1925,19144,02,05,20,28,31,02,11,86,17.20,16,2,3,-1,0,1,3,2,1,5,4,0,0,29,15,0,0,2
1926,19145,05,09,19,22,32,03,05,87,17.40,27,3,2,1,2,1,3,2,1,3,4,0,0,27,10,0,1,2
1927,19146,10,11,26,33,34,01,06,114,22.80,14,2,3,-1,0,0,3,2,1,5,4,2,2,24,15,0,0,2
1928,19147,09,12,19,22,33,07,08,95,19.00,25,3,2,1,0,0,3,2,1,3,4,0,0,24,11,0,1,3
1929,19148,03,04,07,11,30,08,09,55,11.00,15,3,2,1,1,0,1,4,-3,5,5,1,1,27,19,0,0,1
1930,19149,01,02,07,33,35,06,10,78,15.60,18,4,1,3,2,0,2,3,-1,5,6,1,1,34,26,1,1,1
1931,19150,07,11,12,16,33,05,07,79,15.80,19,3,2,1,1,1,1,4,-3,5,4,1,1,26,17,0,2,0
1932,20001,17,25,26,32,34,04,07,134,26.80,24,2,3,-1,1,2,4,1,3,5,4,1,1,17,8,0,0,3
1933,20002,03,07,18,25,30,02,07,83,16.60,23,3,2,1,1,0,3,2,1,5,6,0,0,27,11,0,1,2
1934,20003,23,25,26,30,34,03,07,138,27.60,18,2,3,-1,1,2,5,0,5,5,5,1,1,11,4,0,2,1
1935,20004,17,20,21,29,30,05,09,117,23.40,17,3,2,1,1,0,4,1,3,4,4,2,2,13,8,0,1,1
1936,20005,06,10,33,34,35,01,03,118,23.60,18,2,3,-1,0,1,3,2,1,5,5,2,1,29,23,0,0,0
1937,20006,09,22,25,31,32,08,12,119,23.80,19,3,2,1,1,0,4,1,3,4,6,1,1,23,13,0,0,2
1938,20007,02,10,19,24,30,05,08,85,17.00,15,1,4,-3,0,2,3,2,1,4,6,0,0,28,9,0,0,3
1939,20008,14,17,19,24,32,01,06,106,21.20,26,2,3,-1,1,1,3,2,1,4,5,0,0,18,8,2,2,0
1940,20009,19,29,31,34,35,06,10,148,29.60,28,4,1,3,2,0,5,0,5,4,6,1,1,16,10,0,1,1
1941,20010,01,08,13,24,32,02,09,78,15.60,18,2,3,-1,0,1,2,3,-1,5,6,0,0,31,11,0,0,1
1942,20011,02,13,19,22,23,02,07,79,15.80,19,3,2,1,1,0,3,2,1,3,6,1,1,21,11,0,1,2
1943,20012,01,06,18,32,34,01,03,91,18.20,21,1,4,-3,0,3,3,2,1,5,6,0,0,33,14,0,0,2
1944,20013,01,04,05,11,35,03,09,56,11.20,16,4,1,3,2,0,1,4,-3,3,6,1,1,34,24,1,1,2
1945,20014,03,07,09,17,21,03,06,57,11.40,27,5,0,5,4,0,1,4,-3,4,4,0,0,18,8,0,0,1
1946,20015,01,07,23,24,26,03,07,81,16.20,21,3,2,1,2,1,3,2,1,5,6,1,1,25,16,1,1,0
1947,20016,04,08,19,31,35,01,02,97,19.40,27,3,2,1,2,1,3,2,1,5,4,0,0,31,12,0,0,1
1948,20017,01,06,07,09,10,02,11,33,6.60,23,3,2,1,1,0,0,5,-5,5,4,2,2,9,5,0,0,2
1949,20018,09,14,16,24,26,04,12,89,17.80,29,1,4,-3,0,3,2,3,-1,3,4,0,0,17,8,0,1,1
1950,20019,01,12,22,23,33,01,12,91,18.20,11,3,2,1,1,1,3,2,1,3,2,1,1,32,11,0,0,1
1951,20020,08,10,12,26,32,05,09,88,17.60,18,0,5,-5,0,4,2,3,-1,4,5,0,0,24,14,0,1,1
1952,20021,10,12,24,31,33,04,09,110,22.00,10,2,3,-1,1,2,3,2,1,5,4,0,0,23,12,0,2,2
1953,20022,04,14,20,28,35,02,03,101,20.20,21,1,4,-3,0,3,3,2,1,4,6,0,0,31,10,0,0,0
1954,20023,04,11,23,26,30,01,06,94,18.80,14,2,3,-1,1,1,3,2,1,5,4,0,0,26,12,1,1,0
1955,20024,03,05,06,24,30,03,07,68,13.60,18,2,3,-1,1,2,2,3,-1,5,6,1,1,27,18,1,1,3
1956,20025,02,14,21,22,26,05,07,85,17.00,15,1,4,-3,0,2,3,2,1,4,5,1,1,24,12,0,0,1
1957,20026,03,15,26,32,34,08,12,110,22.00,20,2,3,-1,1,2,3,2,1,5,6,0,0,31,12,0,1,2
1958,20027,04,07,20,25,32,03,09,88,17.60,18,2,3,-1,0,0,3,2,1,5,6,0,0,28,13,0,1,2
1959,20028,04,05,28,34,35,01,08,106,21.20,26,2,3,-1,0,1,3,2,1,3,4,2,2,31,23,1,1,1
1960,20029,11,14,17,22,30,07,09,94,18.80,14,2,3,-1,0,1,2,3,-1,5,4,0,0,19,8,0,0,0
1961,20030,01,08,17,27,30,05,06,83,16.60,23,3,2,1,1,0,2,3,-1,4,6,0,0,29,10,2,2,0
1962,20031,01,02,05,15,21,04,05,44,8.80,14,4,1,3,2,0,1,4,-3,3,6,1,1,20,10,1,1,1
1963,20032,02,03,09,16,32,03,04,62,12.40,22,2,3,-1,1,1,1,4,-3,4,5,1,1,30,16,0,1,3
1964,20033,07,19,20,31,34,05,08,111,22.20,21,3,2,1,1,0,4,1,3,5,5,1,1,27,12,0,0,1
1965,20034,11,13,20,27,31,02,04,102,20.40,12,4,1,3,2,0,3,2,1,4,5,0,0,20,7,1,2,1
1966,20035,10,11,22,26,28,02,04,97,19.40,17,1,4,-3,0,2,3,2,1,5,6,1,1,18,11,0,1,3
1967,20036,01,05,11,12,26,02,07,55,11.00,15,3,2,1,2,1,1,4,-3,4,6,1,1,25,14,0,2,2
1968,20037,01,04,10,11,14,02,05,40,8.00,10,2,3,-1,0,1,0,5,-5,3,4,1,1,13,6,1,2,3
1969,20038,04,15,20,22,24,01,09,85,17.00,15,1,4,-3,0,2,3,2,1,4,5,0,0,20,11,0,1,1
1970,20039,01,05,15,22,31,02,09,74,14.80,14,4,1,3,2,0,2,3,-1,3,6,0,0,30,10,1,2,1
1971,20040,02,17,20,28,29,01,07,96,19.20,26,2,3,-1,0,1,3,2,1,5,6,1,1,27,15,0,0,1
1972,20041,07,13,20,29,34,04,07,103,20.60,23,3,2,1,1,0,3,2,1,5,6,0,0,27,9,1,2,1
1973,20042,03,04,05,11,22,05,06,45,9.00,15,3,2,1,1,0,1,4,-3,5,5,2,1,19,11,0,0,0
1974,20043,12,13,17,31,32,01,06,105,21.00,15,3,2,1,2,0,2,3,-1,4,4,2,2,20,14,0,0,1
1975,20044,01,03,22,28,30,02,05,84,16.80,14,2,3,-1,1,2,3,2,1,5,4,0,0,29,19,0,0,1
1976,20045,02,09,16,23,27,03,08,77,15.40,27,3,2,1,1,0,2,3,-1,5,3,0,0,25,7,0,0,3
1977,20046,15,24,27,30,34,04,12,130,26.00,20,2,3,-1,0,1,4,1,3,4,5,0,0,19,9,0,1,2
1978,20047,04,18,27,28,30,03,10,107,21.40,27,1,4,-3,0,2,4,1,3,4,6,1,1,26,14,1,2,1
1979,20048,03,09,10,15,16,07,09,53,10.60,23,3,2,1,1,0,0,5,-5,5,2,2,2,13,6,0,0,1
1980,20049,03,11,15,22,30,08,10,81,16.20,11,3,2,1,2,1,2,3,-1,5,4,0,0,27,8,1,2,2
1981,20050,03,14,16,22,34,02,06,89,17.80,19,1,4,-3,0,3,2,3,-1,4,6,0,0,31,12,2,2,2
1982,20051,02,07,09,19,33,01,07,70,14.00,30,4,1,3,3,0,2,3,-1,4,6,0,0,31,14,0,0,2
1983,20052,09,11,26,28,35,06,07,109,21.80,29,3,2,1,1,1,3,2,1,5,4,0,0,26,15,0,1,0
1984,20053,02,15,18,21,27,03,06,83,16.60,23,3,2,1,1,0,3,2,1,5,4,0,0,25,13,0,0,1
1985,20054,11,14,15,19,20,03,07,79,15.80,19,3,2,1,1,0,2,3,-1,5,3,2,2,9,4,0,1,3
1986,20055,03,04,12,18,34,10,12,71,14.20,21,1,4,-3,0,3,2,3,-1,4,6,1,1,31,16,0,0,2
1987,20056,03,11,25,29,34,03,06,102,20.40,22,4,1,3,3,0,3,2,1,5,6,0,0,31,14,2,2,2
1988,20057,17,20,21,22,31,02,08,111,22.20,11,3,2,1,0,0,4,1,3,4,5,2,1,14,9,0,0,0
1989,20058,01,15,19,26,27,05,10,88,17.60,28,4,1,3,2,0,3,2,1,5,6,1,1,26,14,0,0,1
1990,20059,01,15,22,28,32,03,11,98,19.60,18,2,3,-1,1,2,3,2,1,4,6,0,0,31,14,2,2,1
1991,20060,12,14,25,34,35,03,12,120,24.00,20,2,3,-1,0,1,3,2,1,3,6,1,1,23,11,0,0,1
1992,20061,07,08,12,21,26,01,06,74,14.80,24,2,3,-1,0,1,2,3,-1,5,4,1,1,19,9,0,1,1
1993,20062,01,05,14,23,31,02,07,74,14.80,14,4,1,3,2,0,2,3,-1,4,5,0,0,30,9,0,0,0
1994,20063,11,18,20,21,33,06,07,103,20.60,13,3,2,1,1,1,4,1,3,4,6,1,1,22,12,0,0,0
1995,20064,05,10,23,34,35,01,11,107,21.40,17,3,2,1,0,0,3,2,1,4,6,1,1,30,13,0,0,2
1996,20065,13,15,26,32,33,05,07,119,23.80,19,3,2,1,1,1,3,2,1,4,6,1,1,20,11,0,0,1
1997,20066,06,14,21,34,35,03,10,110,22.00,20,2,3,-1,0,1,3,2,1,4,6,1,1,29,13,0,0,2
1998,20067,01,08,14,16,28,04,10,67,13.40,27,1,4,-3,0,3,1,4,-3,4,6,0,0,27,12,0,1,0
1999,20068,15,20,23,26,33,02,08,117,23.40,17,3,2,1,0,0,4,1,3,4,5,0,0,18,7,0,0,1
2000,20069,05,07,26,30,31,07,10,99,19.80,19,3,2,1,1,1,3,2,1,5,6,1,1,26,19,0,1,0
2001,20070,01,22,30,31,32,04,12,116,23.20,6,2,3,-1,0,1,4,1,3,3,5,2,1,31,21,0,2,3
2002,20071,01,12,16,28,33,03,12,90,18.00,20,2,3,-1,0,2,2,3,-1,5,6,0,0,32,12,1,1,1
2003,20072,11,15,18,20,27,05,06,91,18.20,21,3,2,1,1,1,3,2,1,5,4,0,0,16,7,0,0,3
2004,20073,04,10,12,23,27,08,09,76,15.20,16,2,3,-1,1,2,2,3,-1,5,6,0,0,23,11,1,1,2
2005,20074,03,09,10,12,21,04,11,55,11.00,15,3,2,1,1,1,1,4,-3,5,5,1,1,18,9,0,2,2
2006,20075,02,09,10,21,35,01,07,77,15.40,17,3,2,1,1,0,2,3,-1,5,6,1,1,33,14,2,3,3
2007,20076,01,08,18,28,30,10,12,85,17.00,25,1,4,-3,0,3,3,2,1,3,5,0,0,29,10,0,0,2
2008,20077,17,23,28,29,32,01,03,129,25.80,29,3,2,1,1,0,4,1,3,5,5,1,1,15,6,0,1,2
2009,20078,14,18,20,28,34,10,11,114,22.80,24,0,5,-5,0,4,4,1,3,3,4,0,0,20,8,0,1,2
2010,20079,04,16,24,29,35,02,12,108,21.60,28,2,3,-1,1,2,3,2,1,4,6,0,0,31,12,0,0,2
2011,20080,03,06,22,24,25,09,10,80,16.00,20,2,3,-1,0,2,3,2,1,5,4,1,1,22,16,0,1,2
2012,20081,01,13,15,32,35,08,10,96,19.20,16,4,1,3,2,0,2,3,-1,4,6,0,0,34,17,0,0,0
2013,20082,02,11,12,21,34,04,08,80,16.00,10,2,3,-1,0,0,2,3,-1,3,4,1,1,32,13,0,0,3
2014,20083,01,02,17,32,34,04,09,86,17.20,16,2,3,-1,0,1,2,3,-1,4,5,1,1,33,15,1,2,1
2015,20084,02,10,20,24,31,06,12,87,17.40,7,1,4,-3,0,3,3,2,1,4,6,0,0,29,10,0,1,2
2016,20085,03,04,11,15,28,02,03,61,12.20,21,3,2,1,1,0,1,4,-3,5,6,1,1,25,13,0,0,2
2017,20086,08,11,15,20,28,04,10,82,16.40,22,2,3,-1,1,1,2,3,-1,4,6,0,0,20,8,1,3,0
2018,20087,01,04,20,23,29,04,08,77,15.40,17,3,2,1,1,1,3,2,1,5,4,0,0,28,16,0,1,1
2019,20088,02,07,23,26,35,01,12,93,18.60,23,3,2,1,1,0,3,2,1,5,6,0,0,33,16,0,1,1
2020,20089,13,16,20,22,27,01,02,98,19.60,18,2,3,-1,0,2,3,2,1,5,5,0,0,14,5,0,0,2
2021,20090,05,06,27,28,29,11,12,95,19.00,35,3,2,1,0,0,3,2,1,5,2,3,2,24,21,0,1,1
2022,20091,12,16,20,23,31,05,12,102,20.40,12,2,3,-1,1,2,3,2,1,5,3,0,0,19,8,0,0,0
2023,20092,08,11,17,31,35,07,11,102,20.40,22,4,1,3,3,0,2,3,-1,4,6,0,0,27,14,0,1,2
2024,20093,06,14,25,27,28,04,11,100,20.00,30,2,3,-1,1,1,3,2,1,5,6,1,1,22,11,0,0,0
2025,20094,04,06,07,08,16,02,08,41,8.20,31,1,4,-3,0,2,0,5,-5,4,4,2,1,12,8,0,1,1
2026,20095,02,18,25,26,32,02,07,103,20.60,23,1,4,-3,0,2,4,1,3,4,5,1,1,30,16,0,0,0
2027,20096,07,08,10,25,28,03,11,78,15.60,28,2,3,-1,0,1,2,3,-1,4,4,1,1,21,15,0,1,1
2028,20097,05,25,27,30,34,06,12,121,24.20,21,3,2,1,2,1,4,1,3,4,6,0,0,29,20,0,1,1
2029,20098,04,09,15,24,35,04,10,87,17.40,27,3,2,1,1,0,2,3,-1,3,4,0,0,31,11,0,0,3
2030,20099,02,03,11,15,27,04,12,58,11.60,18,4,1,3,3,0,1,4,-3,5,5,1,1,25,12,0,1,1
2031,20100,04,05,08,22,33,07,10,72,14.40,22,2,3,-1,0,1,2,3,-1,5,6,1,1,29,14,0,0,1
2032,20101,03,04,05,09,34,07,09,55,11.00,25,3,2,1,1,0,1,4,-3,4,5,2,1,31,25,0,2,5
2033,20102,07,11,18,20,29,09,12,85,17.00,25,3,2,1,1,1,3,2,1,5,4,0,0,22,9,0,0,0
2034,20103,07,12,13,19,23,02,08,74,14.80,24,4,1,3,2,0,2,3,-1,4,5,1,1,16,6,1,1,2
2035,20104,03,12,23,26,30,04,07,94,18.80,14,2,3,-1,0,1,3,2,1,4,6,0,0,27,11,1,2,1
2036,20105,03,08,12,13,22,04,12,58,11.60,18,2,3,-1,0,1,1,4,-3,3,3,1,1,19,9,1,2,2
2037,20106,02,03,11,14,27,04,10,57,11.40,17,3,2,1,1,0,1,4,-3,5,6,1,1,25,13,0,1,3
2038,20107,01,04,13,17,28,03,07,63,12.60,23,3,2,1,1,0,1,4,-3,5,6,0,0,27,11,0,0,4
